Voltage,Current,Temperature,Average Voltage,Average Current,SOC
-1.2967454899170083,-0.022952304448818298,-1.1105051181028855,-1.3207030704163403,-0.031201676302771295,-1.3025004184700373
-1.295502149512958,-0.022952304448818298,-0.6502716026226539,-1.320069855062799,-0.031201676302771295,-1.3025004184700373
-1.2953592859378966,-0.022952304448818298,-0.1507770639478781,-1.3198102777046998,-0.031201676302771295,-1.3025004184700373
-1.2947598207018556,-0.022952304448818298,0.2950195571515537,-1.3195278395218863,-0.031201676302771295,-1.3025004184700373
-1.291640059698875,-0.022952304448818298,0.5249083811237816,-1.3187228368806712,-0.031201676302771295,-1.3025004184700373
-1.2862891080978798,-0.022952304448818298,0.5562029835942629,-1.3172777809355123,-0.031201676302771295,-1.3025004184700373
-1.2808233038576227,-0.022952304448818298,0.5491992426286895,-1.3145748009519393,-0.031201676302771295,-1.3025004184700373
-1.2764857005259365,-0.022952304448818298,0.6145364423265943,-1.3113465331262246,-0.031201676302771295,-1.3025004184700373
-1.2727772646703415,-0.022952304448818298,0.6855726708138725,-1.3075129671041243,-0.031201676302771295,-1.3025004184700373
-1.2695975644872748,-0.022952304448818298,0.7049617880611027,-1.303241375587992,-0.031201676302771295,-1.3025004184700373
-1.2668753311235394,-0.022952304448818298,0.7049617880611027,-1.2990372691048695,-0.031201676302771295,-1.3025004184700373
-1.2640324804580205,-0.022952304448818298,0.6964391580055485,-1.2952589425115237,-0.031201676302771295,-1.3025004184700373
-1.2618318136562572,-0.022952304448818298,0.7134852286378223,-1.2920349117357839,-0.031201676302771295,-1.3025004184700373
-1.2597887181214718,-0.022952304448818298,0.7225152357515907,-1.28920040088049,-0.031201676302771295,-1.3025004184700373
-1.2581892078600032,-0.022952304448818298,0.7305321097912614,-1.2867239051649837,-0.031201676302771295,-1.3025004184700373
-1.256602261900803,-0.022952304448818298,0.7266693635651592,-1.2845177983753318,-0.031201676302771295,-1.3025004184700373
-1.2550179114166475,-0.022952304448818298,0.7292529940089925,-1.2825048607042726,-0.031201676302771295,-1.3025004184700373
-1.2534418820576094,-0.022952304448818298,0.729227595129698,-1.280706980979491,-0.031201676302771295,-1.3025004184700373
-1.252317924326189,-0.022952304448818298,0.7351674052625844,-1.2790918853934208,-0.031201676302771295,-1.3025004184700373
-1.2508318622559471,-0.022952304448818298,0.7390555503679817,-1.2775713528465729,-0.031201676302771295,-1.3025004184700373
-1.2496162069190333,-0.022952304448818298,0.731064075207605,-1.2761159842272032,-0.031201676302771295,-1.3025004184700373
-1.2487887667211628,-0.022952304448818298,0.7336477056514379,-1.2747895507215565,-0.031201676302771295,-1.3025004184700373
-1.24751770223753,-0.022952304448818298,0.7334071218225621,-1.2735163012313075,-0.031201676302771295,-1.3025004184700373
-1.246745671186378,-0.022952304448818298,0.7307726936201383,-1.272379539992416,-0.031201676302771295,-1.3025004184700373
-1.2459459160556439,-0.022952304448818298,0.7390555503679817,-1.2712978159913144,-0.031201676302771295,-1.3025004184700373
-1.2451461609249097,-0.022952304448818298,0.7354587868500511,-1.2703326007355045,-0.031201676302771295,-1.3025004184700373
-1.2442936793267885,-0.022952304448818298,0.731545242865359,-1.2694290385305282,-0.031201676302771295,-1.3025004184700373
